,Unnamed: 0,Actor,Text,Class,Matt,Trevis,Talesin,Marisha,Orion,Lora,Liam,Sam,Zack,Nongaming,Metagaming,Gaming,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,10,ћЁ““,но перед этим покажем вам небольшую предысторию персонажей которых вы увидите в этом эпизоде .,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.045988865,0.052588075,-0.04549049,-0.006489738,-0.068504035,0.22304407,0.110097684,-0.074879415,-0.0076484215,0.003909966,0.0074788476,0.0044965213,-0.0008309652,0.0035741462,0.006334929,-0.0014782187,0.0058313766,0.02151552,-0.017099882,0.008532859
11,11,ћЁ““,мы собираемс€ показать вам видео буквально через секунду .,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.031562638,-0.029802917,-0.051769897,0.008198926,0.0007753663,-0.0071678963,-0.005348954,0.020354189,-0.033268332,-0.020928752,-0.0051670447,-0.014922657,0.0090922415,-0.0032549556,0.008553188,0.01191815,0.010160689,0.032459542,-0.020666324,-0.012064021
12,12,ћЁ““,но на заметку дл€ вас хардкорных геймеров игра большей частью ведетс€ по домашним правилам дл€ непринужденного и веселого врем€провождени€ .,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.056717347,0.2250235,0.08759073,-0.0032003343,0.042959612,-0.042135082,-0.10546023,0.004272425,-0.031695675,-0.014296139,0.0023157902,-0.006205106,0.006036322,-0.0017434449,0.008219918,0.014351107,0.0023765315,0.020545412,-0.018449727,-0.0026624554
13,13,ћЁ““,так что вы любители цифр расслабьтесь и получайте удовольствие .,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.074339636,0.3895271,0.17168108,-0.0026418753,0.068795994,-0.078761995,-0.18268232,-0.016295569,-0.008665447,-0.0038829418,0.01711243,0.01579574,0.0019906033,0.017457094,0.016629549,0.008729112,-0.0044018696,0.016239138,-0.00380518,-0.015220691
14,14,ћЁ““,тем не менее у нас есть кое-какие предыстории того множества персонажей которых вы сегодн€ увидите чтобы помочь вам влитьс€ в историю .,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.04738069,0.052409485,-0.05621812,-0.005187638,-0.07699865,0.2215074,0.110730074,-0.07678539,-0.012634311,-0.0063032815,-0.0013438946,-0.014890044,0.011266685,0.010503794,0.022063846,0.11882636,-0.043838717,-0.05637727,0.025271373,-0.0054000937
15,15,ћЁ““,давайте перейдем к игре через пару минут а пока мы представим вам игроков так что наслаждайтесь .,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0392362,0.052308038,-0.06627874,-0.020185618,-0.09978278,0.29165506,-0.11245614,0.9948081,0.7200177,-0.03688489,0.0061262427,-0.011765241,0.032453537,-0.0024694158,0.012463321,0.04856433,-0.01435048,-0.031407796,-0.0134425135,0.11626997
16,16,“–Ё¬»—,так слушай сюда !,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.0005312535,-0.121252716,0.11457483,-0.17177413,-0.031080667,-0.02309098,-0.0072201057,0.004581114,-0.0005621684,0.02104962,0.019393986,0.02286988,0.009161811,-0.012514545,0.005662009,0.0307686,0.0059760343,0.012719036,-0.03666967,-0.0040564868
17,17,“–Ё¬»—,если у теб€ есть эль значит у теб€ есть друг грог стронгджо !,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.023594877,-0.058715723,-0.017228376,-0.045899004,-0.030392835,-0.015010603,-0.01035326,-0.00047580706,-0.031246088,-0.034016512,-0.0075039966,-0.049396027,0.036215078,0.021159392,0.057750795,0.3350428,-0.10700657,-0.18027006,0.084508374,-0.028184839
18,18,“–Ё¬»—,голиаф внушительного роста и размеров у этого варвара две страсти в жизни битвы женщины и эль !,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.09239055,0.51635385,0.23317076,-0.06433046,-0.035949033,0.26615363,-0.0005646212,-0.1598034,0.021308854,0.01025686,0.029947216,0.020283502,0.0026841494,0.043106973,0.03530447,0.11143611,-0.047342386,-0.08192612,0.05493231,-0.025144024
19,19,“–Ё¬»—,( хихикает ) ( помехи ) погодите .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.033759113,-0.04146694,-0.055831272,0.0008833282,0.004385793,-0.0049207285,-0.014074538,0.028793594,-0.05881376,-0.06085523,-0.1034303,-0.013336872,-0.032200906,0.021769315,0.08679338,-0.006575296,0.4425305,-0.15294725,0.06011589,-0.0026029327
20,20,“–Ё¬»—,очевидно как с умнейшим из отр€да с грогом часто советуютс€ из-за его обширных знаний форм цветов и ( хихикает ) блест€шек .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.07702241,0.3953518,0.15272343,0.011282534,0.025772376,-0.26373684,0.16302171,0.02687651,0.04494233,-0.011261881,-0.006894344,0.013429946,-0.007341799,0.024435794,0.025673259,-0.013663976,0.08633224,-0.023537593,0.019243091,-0.017852476
21,21,“–Ё¬»—,% а также эл€ .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.03234337,-0.00067664275,-0.080867104,-0.002155812,-0.04310676,0.18025437,-0.07796537,0.68254286,0.38291758,0.25440195,0.04967146,0.065618925,-0.043629803,0.07574287,0.042736925,0.010530803,-0.0026877518,-0.008106338,0.03591951,-0.0023798647
22,22,“–Ё¬»—,в юности вооруженный своей двуручной секирой грог часто любил доказывать свое превосходство над соплеменниками в кочевой общине своего клана .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.062491428,0.13057436,-0.039895352,-0.018701574,-0.13851975,0.45985872,0.23301998,-0.17520964,0.022124946,0.024495095,0.022925528,0.023718506,-0.004933238,0.018763218,0.014678744,-0.015639536,0.008950646,0.015493574,-0.003915143,0.0053251362
23,23,“–Ё¬»—,но наткнувшись на ничего не подозревающего пожилого гнома в лесу он отказалс€ обрывать столь невинную жизнь .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.048812985,0.063974395,-0.050512042,-0.010230148,-0.08055863,0.24689779,0.12205391,-0.07776356,-0.017436482,0.0034743072,0.0009349507,-0.0044334405,0.0071510836,-0.0113534555,-0.0010193797,0.007636606,-0.004474645,0.026331348,-0.03126049,0.003274414
24,24,“–Ё¬»—,как создание импульсивное грог почувствовал лишь жалость к %,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.03996516,0.0011072594,-0.053936817,0.0045405393,-0.004660189,-0.022526734,-0.023197092,0.039915647,-0.06703329,0.14712077,0.0028712666,-0.0016041305,-0.017831706,0.011741987,0.028577229,0.080901965,0.01976306,-0.0039233207,-0.049680013,0.16691868
25,25,“–Ё¬»—,ну к этому испуганному маленькому существу .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.037438214,-0.0053707846,-0.0472972,0.012226408,0.008276579,-0.011112861,-0.014138883,0.032180347,-0.046837386,-0.015818765,-0.0122715635,-0.030521736,0.019254182,-0.020070063,0.012770687,0.066094644,0.01051979,0.008726859,-0.053496238,0.13722967
26,26,“–Ё¬»—,и его непослушание дорого ему стоило .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.06775407,0.32978868,0.1488421,-0.0013369997,0.07272731,-0.064026535,-0.1499312,0.005861711,-0.031718448,-0.022897877,0.011215322,0.000372917,0.0047018784,0.0121642435,0.014903381,0.0013444729,0.0046768724,0.03266621,-0.008909655,-0.031363767
27,27,“–Ё¬»—,( л€зг оружи€ ) жестоко избитый и изгнанный лидером племени его д€дей кевдаком грог был забыт и брошен умирать .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.06928874,0.3451706,0.15858589,-0.00884297,0.06892134,-0.067349784,-0.15738104,-0.00067773485,-0.028284978,-0.022209583,-0.010371321,0.0031436367,-0.006009319,0.017135652,0.028315837,-0.00050034956,0.09162151,-0.018676914,0.012788641,-0.020597067
28,28,“–Ё¬»—,и именно тогда в изгнании родственница того самого гнома за которого он заступилс€ спасла его самого .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.07445998,0.3539822,0.1401052,-0.008397967,0.032110568,0.03816081,-0.092062674,-0.034847282,-0.013027963,-0.007122779,0.0102107385,0.00742615,-0.0010943941,0.015532705,0.010169386,-0.0056694127,0.0043134294,0.022533389,-0.004884519,-0.02382155
29,29,“–Ё¬»—,добра€ гномка-жрица по имени пайк вылечила грога выдернув его из объ€тий смерти .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.031969976,-0.026089346,-0.04800077,0.0043963296,-0.00095232273,-0.0064571328,-0.0086228,0.016875898,-0.031430908,-0.015048796,-0.0021926037,-0.014016359,0.0078015462,-0.0063161296,0.008505858,0.011494403,0.011181123,0.030490153,-0.023353456,-0.00048662614
30,30,“–Ё¬»—,с тех пор они близкие друзь€ .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.03584169,0.011164905,-0.043317538,0.021179307,-0.012131338,-0.11314805,0.15489851,0.03700794,9.116367e-05,-0.013865974,-0.00095220376,-0.006970597,0.007084263,0.004701342,0.009246214,0.0052834214,0.007938721,0.030245287,-0.02048515,0.0061608995
31,31,“–Ё¬»—,( звуки драки ) чуть ли не каждую ночь грог проводит броса€ вызов целым тавернам !,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.023667814,-0.055855867,-0.009558885,-0.043948997,-0.013258354,-0.008833332,-0.008286188,0.015316349,-0.03219999,-0.019208372,-0.029277941,-0.014382224,-0.0031352951,-0.011839545,0.020138336,0.013336736,0.11875052,-0.028505083,-0.0039724032,0.0002274247
32,32,“–Ё¬»—,ха !,2,0,1,0,0,0,0,0,0,0,0,0,1,0.03468918,-0.22072844,0.31425694,-0.37283534,-0.0581606,-0.019084355,0.019589555,-0.015364228,0.01666959,0.011565538,0.039310522,0.013763954,0.007424666,-0.031087756,-0.0068626646,0.04354664,0.017822737,-0.001692602,-0.05214733,-0.011721667
33,33,“–Ё¬»—,% или составл€€ компанию сканлану в ближайшем доме где плат€т за %,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.04220695,0.01572713,-0.064419,-0.0015981968,-0.046164606,0.12802163,0.04945627,-0.008716396,-0.049356956,0.24530445,0.032666758,0.05596586,-0.050803374,0.06002525,0.032634445,0.008050562,0.014298574,0.01121072,0.0069139237,0.008689046
34,34,“–Ё¬»—,дамские услуги .,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.030849885,-0.040080816,-0.055854175,0.020438602,0.021797596,-0.0019030885,-0.0050445343,0.027247528,-0.049006213,-0.035101324,0.006412573,-0.012845303,0.01293804,0.00068644696,0.017246101,0.004932013,0.005811797,0.04584867,-0.0136632845,-0.030653797
35,35,“–Ё¬»—,а еще за элем !,2,0,1,0,0,0,0,0,0,0,0,0,1,-0.009298141,-0.061234973,0.07523957,-0.15475807,-0.083946064,0.17990956,-0.06677498,0.6328865,0.46463168,-0.022883743,0.015210907,0.00017099363,0.018857779,-0.005293424,-0.0008510442,0.016546106,9.043651e-05,-0.012854469,-0.006247431,-0.0047595534
36,36,ћј–»Ўј,первое впечатление о килет дало бы вам очень мало информации о полуэльфийке-друидке .,2,0,0,0,1,0,0,0,0,0,0,0,1,0.91714597,0.097266786,-0.10498453,0.072786614,-0.022405665,-0.00059997465,-0.012564898,-0.0013842625,-0.021411402,-0.0096150525,-0.019716762,-0.008616051,-0.029143646,-0.032678157,-0.002071004,0.010393481,0.010416569,0.013266911,-0.027727386,-0.02475931
37,37,ћј–»Ўј,вам может показатьс€ что ее социальна€ неловкость из-за изолированного воспитани€ это мило .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.029635057,-0.032763306,-0.05777613,0.008599696,-0.009772112,-0.013576312,-0.017421963,0.009409362,-0.021605521,-0.0030407072,-0.0001690017,-0.0118716145,0.0036678975,-0.0025882632,0.014500725,0.012610622,0.0047868113,0.04131064,-0.036290303,-0.007345081
38,38,ћј–»Ўј,( хихикает ) конечно было бы неразумно недооценивать ее основыва€сь на первом впечатлении .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.031906314,-0.031659245,-0.050365593,0.0062805475,-0.00015632373,-0.011083917,-0.012260731,0.024020853,-0.048736192,-0.030994788,-0.043506857,-0.01873158,-0.0048488206,0.0017297787,0.024949016,-6.136775e-05,0.12734334,-0.024468329,0.0008116845,-0.003797526
39,39,ћј–»Ўј,( удар молнии ) под этой мирной хрупкой оболочкой скрываетс€ злобный зверь жаждущий свободы чьи природные способности даже самых грозных бойцов буквально застав€т обмочитьс€ !,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.025179714,-0.046273064,-0.019883657,-0.026414404,-0.0074663605,-0.0071953977,-0.007236145,0.013592633,-0.029481001,-0.015799599,-0.01777426,-0.01012784,-0.0006729915,-0.002323052,0.018670967,0.012524817,0.0796055,-0.009826527,-0.005474834,-0.0034915267
40,40,ћј–»Ўј,( легкий смешок ) родом из племени воздуха народа ашари килет выросла с сильной любовью к природе и стихийной магии .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.09236448,0.5382893,0.2275276,0.009069988,0.05761245,-0.26398838,0.066870295,0.020470588,0.03147135,-0.0156185515,-0.009197675,0.003190921,-0.00249601,0.017445901,0.030295305,0.017452557,0.08642424,-0.038154323,0.0016499213,0.06682656
41,41,ћј–»Ўј,испокон веков долг ее народа защищать истончившиес€ барьеры тал'доре€ где четыре стихийных плана постепенно просачиваютс€ в эту реальность .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.045994096,0.045903545,-0.044883534,-0.0065039387,-0.06662072,0.21527375,0.10323455,-0.07548871,-0.005699416,0.006492848,0.010104149,0.008531776,0.0016110553,0.0068213153,0.01133819,-0.00014977042,0.008330065,0.020754827,-0.013449045,0.006558333
42,42,ћј–»Ўј,у нее с детства получалось управл€ть воздухом и превращатьс€ в зверей .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.08156892,0.2873139,-0.009931563,0.014854549,-0.17174093,0.15426512,0.56193984,-0.13858892,0.09612915,0.0015757749,0.020963032,-0.008292632,0.030345779,0.07358132,0.075294964,0.34011132,-0.13830465,-0.2386842,0.14268781,-0.028767157
43,43,ћј–»Ўј,ну если считать кот€т и белок-лет€г маленькими звер€ми .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.08662279,0.5306271,0.25809327,-0.007220874,0.11095995,-0.096633695,-0.2322118,-0.0023944585,-0.025083952,-0.011397593,0.0147571815,0.01660848,-0.0014383323,0.024516938,0.015673747,-0.00010582289,-0.00036439786,0.016596187,0.0053244526,-0.02967583
44,44,ћј–»Ўј,€ считаю .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.039575025,-0.030879142,-0.06797587,0.011521084,0.008283836,0.0003472009,-0.008654365,0.048442915,-0.09151572,0.04063512,0.007813721,-0.08064925,0.038726345,-0.25151658,-0.104443595,-0.12934859,-0.048146065,-0.09771801,0.09933425,-0.07599136
45,45,ћј–»Ўј,( прочищает горло ) в любом случае это было задолго до того как ее отец вождь племени коррен осознал ее потр€сающие способности и определил в свои преемницы .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.06383402,0.25211313,0.08227328,-0.008077245,0.0053973193,0.073959485,-0.043889828,-0.04524825,-0.017918035,-0.005738932,-0.00601856,0.005992039,-0.008801751,0.016113158,0.02641609,-0.0037703984,0.068885274,-0.0005549996,-0.004936048,-0.006828357
46,46,ћј–»Ўј,вот так просто и закончилось веселое детство сменившись бесконечным запоминанием заклинаний изучением древних традиций и крайне высокими ожидани€ми .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.11489457,0.8082408,0.41021743,-0.01902133,0.15648809,-0.14361365,-0.34095463,-0.020694695,-0.01564595,-0.007963203,0.02377132,0.028459067,-0.0059238067,0.03441854,0.01786529,-0.009890265,-0.0037907795,0.009687483,0.015822047,-0.04133139
47,47,ћј–»Ўј,каждый будущий вождь друидов должен отправитьс€ в путешествие за которое он посетит племена собратьев чтобы представить себ€ и получить признание других вождей .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.09093474,0.47552308,0.17507547,-0.020456608,-0.013240141,0.22268203,-0.014439204,-0.12050136,0.0097431755,0.01001812,0.024444984,0.026101967,-0.0062412457,0.027527371,0.01650941,-0.015518387,0.002953525,0.012848747,0.0051942877,-0.017976895
48,48,ћј–»Ўј,это путешествие называют араментэ или благородное странствие .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.030168567,-0.03450238,-0.05438075,0.009134908,0.00107474,-0.0062111253,-0.013409412,0.019983882,-0.038756747,-0.005394771,0.0021274548,-0.014106741,0.0033956133,-0.0027583367,0.020910436,0.009199055,0.008238851,0.05279929,-0.04680996,-0.006618633
49,49,ћј–»Ўј,когда ее отец решил что она готова он направил ее на путь истинного самопознани€ .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.036649764,-0.01084588,-0.056173056,0.00819626,-0.011373554,-0.007465924,-0.022302166,0.0132974,-0.032365058,-0.022515694,-0.0072695552,-0.026794039,0.016078854,-0.0065196375,0.010017869,0.033015516,0.0050925664,0.042795844,-0.043783814,-0.0076532424
50,50,ћј–»Ўј,не зна€ когда она вернетс€ и вернетс€ ли .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.05142566,0.159676,0.03761971,0.000114607705,0.02687963,-0.03747561,-0.083198704,0.021957416,-0.046296645,-0.021927252,-0.018075356,-0.026426606,0.009365949,-0.032574754,-0.018329646,0.01114375,-0.023076287,0.020467384,-0.01980227,-0.019615663
51,51,ћј–»Ўј,по пути с гор к стилбену она раздумывала над поставленной задачей .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.043351803,0.057788115,-0.03419122,0.023172623,-0.032553744,-0.19186606,0.2716315,0.04442454,0.034296393,-0.011462604,-0.002342273,-0.009389688,0.010445917,0.0035494573,0.009858987,0.014459928,0.010680993,0.019649733,-0.023422599,0.030466624
52,52,ћј–»Ўј,араментэ это еще и необходимость показать себ€ сильным воином отважным защитником и мудрым участливым лидером .,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.0772888,0.44025624,0.20784439,-0.00725213,0.0870622,-0.084220156,-0.19631395,-0.0028319315,-0.023719728,-0.009438551,0.013574581,0.006491333,-0.0017129817,0.01824866,0.019087408,-0.001617647,0.0035053755,0.026951186,-0.011023878,-0.028024692
53,53,ћј–»Ўј,осознава€ это килет посто€нно думает лишь об одном достойна ли она ?,2,0,0,0,1,0,0,0,0,0,0,0,1,-0.03328236,-0.038173463,-0.06977531,0.009736745,-0.03597441,-0.030657368,-0.044509035,-0.025905984,0.019658402,0.0032670766,0.004880028,-0.010259604,0.0043795733,-0.011808172,0.0097835455,-0.0011185983,0.0072984057,0.03497937,-0.03645058,0.007569144
54,54,“јЋ≈—»Ќ,перси был третьим из семи детей родившихс€ в знатной семье что проживала далеко на севере в древнем замке уайтстоуна .,2,0,0,1,0,0,0,0,0,0,0,0,1,-0.051045403,0.063704714,-0.048493896,-0.006521075,-0.08226971,0.24268177,0.11503598,-0.094375476,0.0018059788,0.0043095197,0.010223982,0.0015818545,0.0037442031,0.0053062965,0.012581114,0.007670597,0.0045381337,0.021198004,-0.01562927,-0.0007267555
55,55,“јЋ≈—»Ќ,с таким количеством родственников способных прин€ть бразды правлени€ перси посв€тил себ€ наукам инженерному делу и изучению природы .,2,0,0,1,0,0,0,0,0,0,0,0,1,-0.102986515,0.66186076,0.28281647,0.01920911,0.046170566,-0.4287548,0.27638066,0.03270756,0.10131083,0.0026828528,0.026136283,0.032229032,-0.0027347142,0.03736458,0.015961114,-0.026579466,0.0033931325,-0.00028326,0.02283836,-0.031731892
56,56,“јЋ≈—»Ќ,однажды ко двору прибыла таинственна€ пара представивша€с€ лордом и леди брайарвуд .,2,0,0,1,0,0,0,0,0,0,0,0,1,-0.06559809,0.3206045,0.14640366,-0.0041078865,0.069056794,-0.06347197,-0.1492478,-0.001113408,-0.026371466,-0.016030546,0.010451844,0.003947733,0.0014700916,0.012901606,0.014196811,0.0011153145,0.0056220638,0.020421898,-0.0014815368,-0.024339838
57,57,“јЋ≈—»Ќ,во врем€ пира в их честь брайарвуды насильственно завладели замком убива€ или заточа€ в темницы всех кто вставал на их пути .,2,0,0,1,0,0,0,0,0,0,0,0,1,-0.06070087,0.12279762,-0.04135794,-0.01523858,-0.12762624,0.4132577,0.20736703,-0.15755227,0.017110858,0.018632049,0.018655514,0.01594996,-0.0023382362,0.012832599,0.013934708,-0.007933618,0.0068045272,0.016841918,-0.009326321,0.005306535
58,58,“јЋ≈—»Ќ,перси проснулс€ в подземелье закованный в цепи но его освободила младша€ сестра .,2,0,0,1,0,0,0,0,0,0,0,0,1,-0.04861765,0.06132607,-0.04465408,-0.008883334,-0.07931942,0.25677717,0.13161696,-0.0905469,-0.0026006466,0.0073877675,0.01233419,0.00658905,0.0030906128,0.0043456093,0.008787427,-0.0049301037,0.006598592,0.022225011,-0.016314222,0.0067410925
59,59,“јЋ≈—»Ќ,вместе они бежали преследуемые людьми брайарвудов .,2,0,0,1,0,0,0,0,0,0,0,0,1,-0.031289257,-0.030679649,-0.05054758,0.011074089,0.007093727,-0.008822004,-0.004614226,0.022638232,-0.03919639,-0.018781254,-0.0019227519,-0.014101993,0.00917154,-0.003091338,0.0098653,0.011034264,0.009086073,0.03419216,-0.024536006,0.005615487
60,60,“јЋ≈—»Ќ,во врем€ побега в сестру перси попало несколько стрел и она упала .,2,0,0,1,0,0,0,0,0,0,0,0,1,-0.057547748,0.16847104,0.024522914,-0.006901643,-0.035321284,0.17207621,0.04399211,-0.07358656,-0.005646156,-0.0011209568,0.010813954,0.008798497,0.00011700418,0.016022258,0.013521118,-0.0034931137,0.0069712223,0.019581772,-0.0053352695,-0.010206446
61,61,“јЋ≈—»Ќ,перси продолжил бежать и спрыгнул в замерзающую реку котора€ отнесла его бесчувственное тело к свободе .,2,0,0,1,0,0,0,0,0,0,0,0,1,-0.06524327,0.22048795,0.04435864,-0.00803817,-0.034074258,0.17541063,0.037218727,-0.07596616,-0.008521507,1.9753244e-05,0.00789731,-0.004637816,0.006507733,0.0006543044,0.014164903,0.026692566,0.007936569,0.0063805166,-0.028983215,0.08391214
62,62,“јЋ≈—»Ќ,он не помнил как проснулс€ в рыбацкой лодке .,2,0,0,1,0,0,0,0,0,0,0,0,1,-0.03829504,0.0060759746,-0.05467203,0.0027151792,-0.029792216,0.09095284,0.041382767,-0.01587655,-0.029378045,-0.012501916,-0.0062450585,-0.012236998,0.006234515,-0.0070025814,0.0029127288,0.009966588,0.0022955402,0.03240196,-0.023677412,-0.013387872
63,63,“јЋ≈—»Ќ,он едва помнил следующие два года в течение которых он медленно пробиралс€ как можно дальше на юг .,2,0,0,1,0,0,0,0,0,0,0,0,1,-0.041366745,0.023637151,-0.048990358,-0.003252531,-0.04515184,0.13646601,0.058140725,-0.034859292,-0.020050673,0.005926537,0.0033396145,-0.003041906,0.0022414797,0.005622327,0.0133460825,0.014545796,0.010759926,0.032228135,-0.02594524,-0.0030621456
64,64,“јЋ≈—»Ќ,затем в одну из ночей перси приснилс€ сон .,2,0,0,1,0,0,0,0,0,0,0,0,1,-0.038126767,0.0040921625,-0.04695414,0.0026707212,-0.02661734,0.093309164,0.041129496,-0.02063646,-0.018214226,-0.0109212715,0.003415277,-0.0042761196,0.004572317,0.0011326135,0.011089521,0.003099774,0.0086818645,0.027196398,-0.012977199,-0.009925197
